dataset,generator,target,seed,arm,n_real_total,n_real_train,n_real_test,n_synthetic,test_size,target_is_hub,hubs,retention_pct,f1_full,accuracy_full,f1_filtered,accuracy_filtered
online_purchases,vine,item_total,47,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,33.28313253012048,0.4348728463904379,0.435,0.6323436831104732,0.635
online_purchases,vine,item_total,47,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,27.56024096385542,0.4348728463904379,0.435,0.47021872398395514,0.475
online_purchases,vine,item_total,48,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,16.867469879518072,0.38,0.38,0.6637242538881883,0.68
online_purchases,vine,item_total,48,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,27.710843373493976,0.38,0.38,0.5520833333333334,0.57
online_purchases,vine,item_total,48,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,23.94578313253012,0.38,0.38,0.4090544871794872,0.41
online_purchases,vine,item_total,49,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,17.16867469879518,0.399459513562206,0.4,0.7421572840567254,0.745
online_purchases,vine,item_total,49,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,30.72289156626506,0.399459513562206,0.4,0.3564895746244078,0.365
online_purchases,vine,item_total,49,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,21.536144578313255,0.399459513562206,0.4,0.2897158863545418,0.29
online_purchases,vine,item_total,50,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,13.403614457831326,0.4780978439867244,0.485,0.8839526728726759,0.885
online_purchases,vine,item_total,50,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,24.096385542168676,0.4780978439867244,0.485,0.49866310160427807,0.55
online_purchases,vine,item_total,50,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,17.16867469879518,0.4780978439867244,0.485,0.5117062013312431,0.525
online_purchases,vine,item_total,51,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,20.632530120481928,0.4978126375190909,0.515,0.8553121124431583,0.86
online_purchases,vine,item_total,51,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,34.036144578313255,0.4978126375190909,0.515,0.525101763907734,0.58
online_purchases,vine,item_total,51,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,21.385542168674696,0.4978126375190909,0.515,0.5078193220608082,0.535
