dataset,generator,target,target_is_hub,seed,retention,violation_rate,f1_full,f1_filtered
credit,ctgan,pay_2,True,47,25.4,0.746,0.11857991098804128,0.11619927199529449
credit,ctgan,pay_3,True,47,25.4,0.746,0.12472152467454509,0.15125087362080625
credit,ctgan,pay_5,True,47,25.4,0.746,0.1568562333670845,0.15478731548278438
credit,ctgan,pay_4,True,47,25.4,0.746,0.1252204585537919,0.14755083867706456
credit,ctgan,pay_6,True,47,25.4,0.746,0.1670042762698982,0.17422472089073274
credit,ctgan,default_payment,False,47,25.4,0.746,0.4731348476564442,0.500685839565195
credit,ctgan,limit_bal,False,47,25.4,0.746,0.5296795628195794,0.6117108022054827
credit,ctgan,age,False,47,25.4,0.746,0.33035714285714285,0.34375
credit,ctgan,pay_0,False,47,25.4,0.746,0.10391616234007539,0.10475662125798925
credit,ctgan,bill_amt1,False,47,25.4,0.746,0.5677025793746098,0.5555555555555556
credit,ctgan,pay_amt1,False,47,25.4,0.746,0.3250843644544432,0.3250843644544432
credit,ctgan,pay_2,True,48,31.4,0.686,0.09630774882522598,0.10388820798872814
credit,ctgan,pay_3,True,48,31.4,0.686,0.14242726255226254,0.19343033509700172
credit,ctgan,pay_5,True,48,31.4,0.686,0.11557184237871591,0.11698481873665498
credit,ctgan,pay_4,True,48,31.4,0.686,0.12006444463666772,0.19206542232277524
credit,ctgan,pay_6,True,48,31.4,0.686,0.12043529661984785,0.1140609251510128
credit,ctgan,default_payment,False,48,31.4,0.686,0.43912403987579673,0.43661971830985913
credit,ctgan,limit_bal,False,48,31.4,0.686,0.44047619047619047,0.4233242521884637
credit,ctgan,age,False,48,31.4,0.686,0.42712377945538565,0.4030133611295366
credit,ctgan,pay_0,False,48,31.4,0.686,0.11274720607363754,0.11739824134782118
credit,ctgan,bill_amt1,False,48,31.4,0.686,0.3644444444444444,0.3428258488499452
credit,ctgan,pay_amt1,False,48,31.4,0.686,0.6024484663251295,0.5167084723026176
credit,ctgan,pay_2,True,49,28.7,0.713,0.09590527618960729,0.13399332413869008
credit,ctgan,pay_3,True,49,28.7,0.713,0.0999418678827126,0.1793608725554535
credit,ctgan,pay_5,True,49,28.7,0.713,0.10516618791385146,0.1828937769694157
credit,ctgan,pay_4,True,49,28.7,0.713,0.10108054188554738,0.13085062977050407
credit,ctgan,pay_6,True,49,28.7,0.713,0.12133536044596477,0.1600026416149567
credit,ctgan,default_payment,False,49,28.7,0.713,0.46630727762803237,0.45263081579758213
credit,ctgan,limit_bal,False,49,28.7,0.713,0.42553894557871164,0.4258948141390091
credit,ctgan,age,False,49,28.7,0.713,0.33847850055126794,0.33847850055126794
credit,ctgan,pay_0,False,49,28.7,0.713,0.09669782009942228,0.10031155710590814
credit,ctgan,bill_amt1,False,49,28.7,0.713,0.5189608212864026,0.6552217092593994
credit,ctgan,pay_amt1,False,49,28.7,0.713,0.3281075027995521,0.3281075027995521
credit,ctgan,pay_2,True,50,31.4,0.686,0.10020164417558554,0.10982827913774207
credit,ctgan,pay_3,True,50,31.4,0.686,0.12345367755815517,0.1437349265241336
credit,ctgan,pay_5,True,50,31.4,0.686,0.12098160732591147,0.12763290461638052
credit,ctgan,pay_4,True,50,31.4,0.686,0.11584290396653575,0.11842115492813667
credit,ctgan,pay_6,True,50,31.4,0.686,0.10929899856938484,0.11373477901361127
credit,ctgan,default_payment,False,50,31.4,0.686,0.4402948045332151,0.4379518189041999
credit,ctgan,limit_bal,False,50,31.4,0.686,0.3485342019543974,0.3524844720496894
credit,ctgan,age,False,50,31.4,0.686,0.35463936074095226,0.36494692439623605
credit,ctgan,pay_0,False,50,31.4,0.686,0.1245395850724166,0.11182135941861342
credit,ctgan,bill_amt1,False,50,31.4,0.686,0.5903068595760643,0.6010627010601546
credit,ctgan,pay_amt1,False,50,31.4,0.686,0.34210526315789475,0.34210526315789475
credit,ctgan,pay_2,True,51,30.8,0.692,0.09895725917136776,0.10690794712533842
credit,ctgan,pay_3,True,51,30.8,0.692,0.15308746560545675,0.14345554466927868
credit,ctgan,pay_5,True,51,30.8,0.692,0.1048323078061787,0.10227237474794479
credit,ctgan,pay_4,True,51,30.8,0.692,0.11708448916856237,0.10224529212940607
credit,ctgan,pay_6,True,51,30.8,0.692,0.11546840958605664,0.11878662267983736
credit,ctgan,default_payment,False,51,30.8,0.692,0.4507906976744186,0.4423791821561338
credit,ctgan,limit_bal,False,51,30.8,0.692,0.3716487145215819,0.404434773831021
credit,ctgan,age,False,51,30.8,0.692,0.3511111111111111,0.3526689385258709
credit,ctgan,pay_0,False,51,30.8,0.692,0.09509525354071305,0.11112867808519983
credit,ctgan,bill_amt1,False,51,30.8,0.692,0.48712507074136957,0.4707399591330854
credit,ctgan,pay_amt1,False,51,30.8,0.692,0.3104995254939177,0.3551587301587301
credit,vine,pay_2,True,42,43.65,0.5635,0.1159584588552402,0.11379436516648372
credit,vine,pay_3,True,42,43.65,0.5635,0.0896034731812626,0.08969774980930588
credit,vine,pay_5,True,42,43.65,0.5635,0.08934337997847147,0.1145320142001558
credit,vine,pay_4,True,42,43.65,0.5635,0.08853606027987083,0.08870967741935484
credit,vine,pay_6,True,42,43.65,0.5635,0.09086078639744952,0.09366263918502725
credit,vine,default_payment,False,42,43.65,0.5635,0.4490438432835821,0.4565061107117182
credit,vine,limit_bal,False,42,43.65,0.5635,0.5611428571428572,0.5020804478384451
credit,vine,age,False,42,43.65,0.5635,0.5014991149803127,0.479306533544023
credit,vine,pay_0,False,42,43.65,0.5635,0.08389327390875378,0.08560246679316888
credit,vine,bill_amt1,False,42,43.65,0.5635,0.6062291434927698,0.64349376114082
credit,vine,pay_amt1,False,42,43.65,0.5635,0.5670995670995671,0.5029331422685952
credit,vine,pay_2,True,43,43.1,0.569,0.07745620008951605,0.0796092796092796
credit,vine,pay_3,True,43,43.1,0.569,0.09629394995248654,0.0962904498816101
credit,vine,pay_5,True,43,43.1,0.569,0.1077197592643817,0.10657383956219453
credit,vine,pay_4,True,43,43.1,0.569,0.1035544404369871,0.09876927870384795
