seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
51,row_duplication,0.4,HIF,0.02195121951219512,0.45,0.01125,0.5171864583333334,0.41247508432020447,20,800
51,row_duplication,0.4,IsolationForest,0.4172749391727494,0.40639810426540285,0.42875,0.5059755208333333,0.40831400226405856,844,800
51,row_duplication,0.4,LOF,0.5286012526096033,0.3968652037617555,0.79125,0.5014083333333333,0.4090190264804413,1595,800
51,row_duplication,0.4,GMM,0.4984083674397453,0.3917083631165118,0.685,0.48721354166666664,0.3942524894720869,1399,800
51,feature_dropout,0.4,HIF,0.05748502994011976,0.6857142857142857,0.03,0.6418463541666666,0.5701714285853172,35,800
51,feature_dropout,0.4,IsolationForest,0.15877437325905291,0.1792452830188679,0.1425,0.262584375,0.2784231737263748,636,800
51,feature_dropout,0.4,LOF,0.5247401247401248,0.39314641744548284,0.78875,0.48893645833333327,0.40228554658174753,1605,800
51,feature_dropout,0.4,GMM,0.4857667584940312,0.3838896952104499,0.66125,0.5054791666666667,0.44547262272072796,1378,800
51,covariate_shift,0.4,HIF,0.0049261083743842365,0.16666666666666666,0.0025,0.29322916666666665,0.3504920382774189,12,800
51,covariate_shift,0.4,IsolationForest,0.4276276276276276,0.4115606936416185,0.445,0.4987708333333333,0.40957800358678353,865,800
51,covariate_shift,0.4,LOF,0.28914505283381364,0.23478939157566303,0.37625,0.20978854166666666,0.2653826999997736,1282,800
51,covariate_shift,0.4,GMM,0.34181078331637843,0.2881646655231561,0.42,0.27676875,0.28300458940488654,1166,800
