seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
44,random_injection,0.4,IsolationForest,0.4599638771824202,0.4436701509872242,0.4775,0.5508947916666667,0.43370447848034993,861,800
44,random_injection,0.4,LOF,0.6209072978303748,0.45360230547550434,0.98375,0.868925,0.8250676810823063,1735,800
44,random_injection,0.4,GMM,0.6470092670598147,0.48792884371029227,0.96,0.8804145833333334,0.8617099591550725,1574,800
44,semantic_hallucination,0.4,HIF,0.27385892116182575,0.8048780487804879,0.165,0.8378286458333332,0.7683551018674023,164,800
44,semantic_hallucination,0.4,IsolationForest,0.4268969771745836,0.42143727161997563,0.4325,0.5269,0.41486633031971165,821,800
44,semantic_hallucination,0.4,LOF,0.5941623350659736,0.4368018812463257,0.92875,0.7467322916666665,0.6853714395245641,1701,800
44,semantic_hallucination,0.4,GMM,0.6321199143468951,0.48078175895765474,0.9225,0.832134375,0.8180663916501885,1535,800
44,row_duplication,0.4,HIF,0.0492379835873388,0.39622641509433965,0.02625,0.5151328125,0.40509734074354764,53,800
44,row_duplication,0.4,IsolationForest,0.4089496581727781,0.40667490729295425,0.41125,0.5085151041666667,0.4146568869593394,809,800
44,row_duplication,0.4,LOF,0.5390365448504983,0.40360696517412936,0.81125,0.5127604166666666,0.40854441005756414,1608,800
44,row_duplication,0.4,GMM,0.5,0.4024390243902439,0.66,0.5014385416666667,0.3996035144437382,1312,800
44,feature_dropout,0.4,HIF,0.15469613259668508,0.6666666666666666,0.0875,0.6545713541666667,0.5793433249435126,105,800
44,feature_dropout,0.4,IsolationForest,0.15384615384615385,0.17880794701986755,0.135,0.2927552083333333,0.28686449325173713,604,800
44,feature_dropout,0.4,LOF,0.5287936107608239,0.3983533882203927,0.78625,0.49840416666666665,0.4017502946839784,1579,800
44,feature_dropout,0.4,GMM,0.44713870029097963,0.3652931854199683,0.57625,0.48190208333333334,0.43342153935830907,1262,800
44,covariate_shift,0.4,HIF,0.02132701421800948,0.20454545454545456,0.01125,0.2808567708333333,0.35457816934947733,44,800
44,covariate_shift,0.4,IsolationForest,0.3804143126177024,0.38209331651954603,0.37875,0.48781874999999997,0.42318924261068824,793,800
44,covariate_shift,0.4,LOF,0.2873957822461991,0.23648103309120258,0.36625,0.22258854166666664,0.2701601040066023,1239,800
44,covariate_shift,0.4,GMM,0.3220696937697994,0.27879341864716634,0.38125,0.2833895833333333,0.2873252469512516,1094,800
45,random_injection,0.4,HIF,0.3708873379860419,0.916256157635468,0.2325,0.8968296874999999,0.8401753644087528,203,800
45,random_injection,0.4,IsolationForest,0.42630937880633374,0.4156769596199525,0.4375,0.5229145833333333,0.4081937585115155,842,800
45,random_injection,0.4,LOF,0.6226114649681529,0.4567757009345794,0.9775,0.87610625,0.8439984245057319,1712,800
45,random_injection,0.4,GMM,0.6273415703467516,0.4605032182562902,0.98375,0.8983947916666667,0.8734906302320772,1709,800
45,semantic_hallucination,0.4,HIF,0.18201997780244172,0.8118811881188119,0.1025,0.8223109375000001,0.7616724447302194,101,800
45,semantic_hallucination,0.4,IsolationForest,0.4489311163895487,0.4276018099547511,0.4725,0.530328125,0.41652602158404567,884,800
45,semantic_hallucination,0.4,LOF,0.5976546704407603,0.44172145845786015,0.92375,0.7279229166666666,0.6781944751002825,1673,800
45,semantic_hallucination,0.4,GMM,0.6115836371000405,0.45236668663870583,0.94375,0.8352145833333333,0.8215809962872972,1669,800
45,row_duplication,0.4,HIF,0.031212484993997598,0.3939393939393939,0.01625,0.5023901041666667,0.40736075674267436,33,800
45,row_duplication,0.4,IsolationForest,0.40311004784689,0.38646788990825687,0.42125,0.48480625000000005,0.38860870800192837,872,800
45,row_duplication,0.4,LOF,0.5182978723404256,0.3929032258064516,0.76125,0.48343177083333333,0.3880554041294414,1550,800
45,row_duplication,0.4,GMM,0.5261813537675607,0.3989670755326017,0.7725,0.497984375,0.4004178265473247,1549,800
45,feature_dropout,0.4,HIF,0.06390532544378698,0.6,0.03375,0.6237885416666666,0.5524372045610431,45,800
45,feature_dropout,0.4,IsolationForest,0.15558698727015557,0.1791530944625407,0.1375,0.27522395833333335,0.28209304638178884,614,800
45,feature_dropout,0.4,LOF,0.5269868253293668,0.3992273019961365,0.775,0.5013645833333333,0.41154757581384893,1553,800
45,feature_dropout,0.4,GMM,0.5082680591818973,0.38985313751668893,0.73,0.5320947916666666,0.4791715580205491,1498,800
45,covariate_shift,0.4,HIF,0.014492753623188406,0.21428571428571427,0.0075,0.28162395833333337,0.35454558169510125,28,800
45,covariate_shift,0.4,IsolationForest,0.38868832731648617,0.37470997679814383,0.40375,0.46876874999999996,0.3883819653124721,862,800
45,covariate_shift,0.4,LOF,0.2914622178606477,0.23990306946688206,0.37125,0.22041145833333334,0.26935080869177086,1238,800
45,covariate_shift,0.4,GMM,0.3035096391497776,0.2510220768601799,0.38375,0.23845624999999998,0.27284974735220047,1223,800
46,random_injection,0.4,HIF,0.3882926829268293,0.8844444444444445,0.24875,0.8944546875,0.82860759517702,225,800
46,random_injection,0.4,IsolationForest,0.4851258581235698,0.4472573839662447,0.53,0.5468166666666666,0.4333370438239237,948,800
46,random_injection,0.4,LOF,0.6165295730513122,0.44894466628636626,0.98375,0.8719447916666667,0.8347334553763873,1753,800
46,random_injection,0.4,GMM,0.6422466422466423,0.47616173808086903,0.98625,0.88205625,0.8501915956555015,1657,800
46,semantic_hallucination,0.4,HIF,0.18461538461538463,0.7636363636363637,0.105,0.8075307291666667,0.7303170170343053,110,800
46,semantic_hallucination,0.4,IsolationForest,0.433392539964476,0.41169853768278963,0.4575,0.5013020833333334,0.3996640933676654,889,800
46,semantic_hallucination,0.4,LOF,0.580568720379147,0.424364896073903,0.91875,0.6982781250000001,0.642630621618453,1732,800
46,semantic_hallucination,0.4,GMM,0.6040049039640376,0.44869459623557983,0.92375,0.794715625,0.7770534752122659,1647,800
46,row_duplication,0.4,HIF,0.04711425206124853,0.40816326530612246,0.025,0.49714375,0.4013290409670759,49,800
46,row_duplication,0.4,IsolationForest,0.4221165279429251,0.40249433106575966,0.44375,0.5097088541666667,0.40356924265692595,882,800
46,row_duplication,0.4,LOF,0.5358178053830228,0.4006191950464396,0.80875,0.5160229166666667,0.41982691520622595,1615,800
